"year","date","mbbs_county","route","route_num","tax_order","count","county_factor","time"
2015,2015-06-30,"chatham",49,9,26890,0,NA,16
2016,2016-05-15,"chatham",42,2,26890,1,40,17
2016,2016-05-15,"durham",26,6,26890,28,20,17
2016,2016-05-15,"orange",7,6,26890,2,1,17
2016,2016-05-16,"orange",2,1,26890,13,1,17
2016,2016-05-22,"chatham",41,1,26890,0,NA,17
2016,2016-05-22,"durham",25,5,26890,0,NA,17
2016,2016-05-22,"orange",9,8,26890,0,NA,17
2016,2016-05-22,"orange",13,12,26890,10,1,17
2016,2016-05-29,"chatham",51,11,26890,0,NA,17
2016,2016-05-29,"orange",3,2,26890,3,1,17
2016,2016-06-03,"chatham",45,5,26890,14,40,17
2016,2016-06-05,"chatham",43,3,26890,5,40,17
2016,2016-06-05,"chatham",48,8,26890,0,NA,17
2016,2016-06-05,"orange",4,3,26890,0,NA,17
2016,2016-06-05,"orange",5,4,26890,0,NA,17
2016,2016-06-05,"orange",6,5,26890,2,1,17
2016,2016-06-09,"orange",10,9,26890,0,NA,17
2016,2016-06-11,"durham",23,3,26890,0,NA,17
2016,2016-06-12,"orange",11,10,26890,1,1,17
2016,2016-06-14,"chatham",44,4,26890,2,40,17
2016,2016-06-19,"chatham",47,7,26890,0,NA,17
2016,2016-06-19,"chatham",49,9,26890,0,NA,17
2016,2016-06-19,"durham",28,8,26890,1,20,17
2016,2016-06-25,"durham",27,7,26890,1,20,17
2016,2016-06-26,"chatham",50,10,26890,1,40,17
2016,2016-06-26,"chatham",53,13,26890,8,40,17
2016,2016-06-26,"durham",21,1,26890,0,NA,17
2016,2016-06-26,"orange",8,7,26890,7,1,17
2017,2017-05-21,"chatham",45,5,26890,10,40,18
2017,2017-05-21,"orange",9,8,26890,1,1,18
2017,2017-05-28,"orange",2,1,26890,13,1,18
2017,2017-05-28,"orange",3,2,26890,6,1,18
2017,2017-05-28,"orange",7,6,26890,1,1,18
2017,2017-05-28,"orange",13,12,26890,0,NA,18
2017,2017-05-29,"chatham",42,2,26890,0,NA,18
2017,2017-05-29,"durham",26,6,26890,9,20,18
2017,2017-06-04,"chatham",41,1,26890,16,40,18
2017,2017-06-04,"chatham",43,3,26890,0,NA,18
2017,2017-06-04,"chatham",44,4,26890,0,NA,18
2017,2017-06-04,"chatham",53,13,26890,11,40,18
2017,2017-06-04,"durham",21,1,26890,44,20,18
2017,2017-06-04,"durham",25,5,26890,0,NA,18
2017,2017-06-04,"orange",4,3,26890,2,1,18
2017,2017-06-04,"orange",5,4,26890,0,NA,18
2017,2017-06-06,"orange",8,7,26890,6,1,18
2017,2017-06-10,"durham",22,2,26890,0,NA,18
2017,2017-06-10,"durham",23,3,26890,1,20,18
2017,2017-06-10,"orange",6,5,26890,1,1,18
2017,2017-06-11,"chatham",48,8,26890,10,40,18
2017,2017-06-11,"orange",11,10,26890,0,NA,18
2017,2017-06-17,"durham",27,7,26890,0,NA,18
2017,2017-06-18,"chatham",50,10,26890,5,40,18
2017,2017-06-18,"durham",28,8,26890,1,20,18
2017,2017-06-18,"orange",12,11,26890,0,NA,18
2017,2017-06-25,"chatham",49,9,26890,0,NA,18
2017,2017-06-25,"chatham",52,12,26890,0,NA,18
2017,2017-07-02,"chatham",47,7,26890,0,NA,18
2018,2018-05-20,"orange",9,8,26890,0,NA,19
2018,2018-05-27,"chatham",42,2,26890,5,40,19
2018,2018-05-27,"durham",26,6,26890,3,20,19
2018,2018-05-27,"orange",3,2,26890,6,1,19
2018,2018-05-27,"orange",13,12,26890,0,NA,19
2018,2018-05-28,"chatham",41,1,26890,0,NA,19
2018,2018-05-28,"orange",2,1,26890,11,1,19
2018,2018-05-28,"orange",11,10,26890,40,1,19
2018,2018-05-31,"chatham",44,4,26890,2,40,19
2018,2018-06-02,"chatham",45,5,26890,6,40,19
2018,2018-06-02,"durham",23,3,26890,1,20,19
2018,2018-06-02,"orange",12,11,26890,2,1,19
2018,2018-06-03,"chatham",43,3,26890,3,40,19
2018,2018-06-03,"durham",21,1,26890,3,20,19
2018,2018-06-03,"durham",25,5,26890,0,NA,19
2018,2018-06-03,"durham",28,8,26890,3,20,19
2018,2018-06-03,"orange",4,3,26890,16,1,19
2018,2018-06-03,"orange",5,4,26890,1,1,19
2018,2018-06-05,"orange",8,7,26890,7,1,19
2018,2018-06-09,"chatham",53,13,26890,10,40,19
2018,2018-06-10,"chatham",46,6,26890,0,NA,19
2018,2018-06-10,"durham",22,2,26890,0,NA,19
2018,2018-06-10,"durham",24,4,26890,0,NA,19
2018,2018-06-16,"chatham",47,7,26890,0,NA,19
2018,2018-06-17,"chatham",49,9,26890,0,NA,19
2018,2018-06-17,"durham",27,7,26890,1,20,19
2018,2018-06-24,"chatham",50,10,26890,2,40,19
2019,2019-05-18,"orange",2,1,26890,14,1,20
2019,2019-05-19,"chatham",42,2,26890,8,40,20
2019,2019-05-19,"durham",26,6,26890,0,NA,20
2019,2019-05-23,"orange",8,7,26890,3,1,20
2019,2019-05-25,"durham",24,4,26890,4,20,20
2019,2019-05-26,"durham",21,1,26890,12,20,20
2019,2019-05-26,"durham",25,5,26890,0,NA,20
2019,2019-05-26,"orange",5,4,26890,0,NA,20
2019,2019-05-27,"chatham",41,1,26890,0,NA,20
2019,2019-05-27,"chatham",45,5,26890,1,40,20
2019,2019-06-02,"chatham",44,4,26890,4,40,20
2019,2019-06-02,"orange",6,5,26890,27,1,20
2019,2019-06-02,"orange",9,8,26890,0,NA,20
2019,2019-06-02,"orange",13,12,26890,0,NA,20
2019,2019-06-06,"orange",11,10,26890,9,1,20
2019,2019-06-09,"chatham",43,3,26890,0,NA,20
2019,2019-06-09,"orange",3,2,26890,0,NA,20
2019,2019-06-09,"orange",7,6,26890,0,NA,20
2019,2019-06-10,"orange",10,9,26890,0,NA,20
2019,2019-06-14,"chatham",53,13,26890,25,40,20
2019,2019-06-15,"chatham",47,7,26890,3,40,20
2019,2019-06-15,"durham",23,3,26890,4,20,20
2019,2019-06-16,"durham",28,8,26890,0,NA,20
2019,2019-06-16,"orange",12,11,26890,0,NA,20
2019,2019-06-20,"chatham",52,12,26890,2,40,20
2019,2019-06-23,"chatham",48,8,26890,10,40,20
2019,2019-06-23,"chatham",49,9,26890,0,NA,20
2019,2019-06-23,"durham",27,7,26890,0,NA,20
2019,2019-06-25,"chatham",50,10,26890,0,NA,20
2019,2019-06-29,"chatham",46,6,26890,1,40,20
2019,2019-06-29,"orange",4,3,26890,0,NA,20
2019,2019-06-30,"chatham",54,14,26890,0,NA,20
2019,2019-06-30,"durham",22,2,26890,0,NA,20
2020,2020-05-17,"chatham",42,2,26890,30,40,21
2020,2020-05-17,"durham",26,6,26890,1,20,21
2020,2020-05-17,"orange",9,8,26890,1,1,21
2020,2020-05-24,"chatham",54,14,26890,0,NA,21
2020,2020-05-24,"durham",21,1,26890,0,NA,21
2020,2020-05-24,"durham",24,4,26890,3,20,21
2020,2020-05-24,"durham",25,5,26890,0,NA,21
2020,2020-05-24,"orange",2,1,26890,10,1,21
2020,2020-05-24,"orange",3,2,26890,7,1,21
2020,2020-05-24,"orange",13,12,26890,0,NA,21
2020,2020-05-25,"chatham",41,1,26890,0,NA,21
2020,2020-05-25,"chatham",42,2,26890,0,NA,21
2020,2020-05-25,"chatham",43,3,26890,50,40,21
2020,2020-05-25,"chatham",44,4,26890,3,40,21
2020,2020-05-27,"chatham",45,5,26890,18,40,21
2020,2020-05-31,"durham",28,8,26890,0,NA,21
2020,2020-05-31,"orange",5,4,26890,0,NA,21
2020,2020-06-01,"chatham",53,13,26890,4,40,21
2020,2020-06-01,"orange",8,7,26890,3,1,21
2020,2020-06-07,"chatham",46,6,26890,0,NA,21
2020,2020-06-07,"chatham",52,12,26890,0,NA,21
2020,2020-06-07,"durham",22,2,26890,0,NA,21
2020,2020-06-07,"orange",7,6,26890,0,NA,21
2020,2020-06-08,"orange",10,9,26890,0,NA,21
2020,2020-06-13,"durham",23,3,26890,3,20,21
2020,2020-06-14,"chatham",48,8,26890,1,40,21
2020,2020-06-14,"durham",27,7,26890,1,20,21
2020,2020-06-14,"orange",4,3,26890,0,NA,21
2020,2020-06-14,"orange",6,5,26890,23,1,21
2020,2020-06-14,"orange",12,11,26890,0,NA,21
2020,2020-06-20,"chatham",49,9,26890,0,NA,21
2020,2020-06-24,"orange",11,10,26890,0,NA,21
2020,2020-06-25,"chatham",51,11,26890,0,NA,21
2020,2020-06-28,"chatham",47,7,26890,2,40,21
2020,2020-06-29,"chatham",50,10,26890,3,40,21
2021,2021-05-16,"chatham",42,2,26890,0,NA,22
2021,2021-05-16,"chatham",54,14,26890,1,40,22
2021,2021-05-16,"orange",9,8,26890,3,1,22
2021,2021-05-23,"durham",26,6,26890,5,20,22
2021,2021-05-30,"durham",25,5,26890,5,20,22
2021,2021-05-31,"chatham",45,5,26890,1,40,22
2021,2021-05-31,"chatham",48,8,26890,5,40,22
2021,2021-05-31,"durham",21,1,26890,3,20,22
2021,2021-05-31,"orange",2,1,26890,12,1,22
2021,2021-06-01,"chatham",44,4,26890,7,40,22
2021,2021-06-01,"orange",11,10,26890,5,1,22
2021,2021-06-02,"chatham",52,12,26890,2,40,22
2021,2021-06-03,"orange",8,7,26890,4,1,22
2021,2021-06-05,"orange",12,11,26890,0,NA,22
2021,2021-06-06,"chatham",41,1,26890,0,NA,22
2021,2021-06-06,"chatham",53,13,26890,4,40,22
2021,2021-06-06,"durham",28,8,26890,2,20,22
2021,2021-06-06,"orange",3,2,26890,8,1,22
2021,2021-06-06,"orange",5,4,26890,0,NA,22
2021,2021-06-06,"orange",7,6,26890,0,NA,22
2021,2021-06-07,"orange",10,9,26890,0,NA,22
2021,2021-06-08,"chatham",41,1,26890,0,NA,22
2021,2021-06-12,"durham",23,3,26890,0,NA,22
2021,2021-06-13,"chatham",43,3,26890,4,40,22
2021,2021-06-13,"orange",4,3,26890,10,1,22
2021,2021-06-15,"chatham",46,6,26890,0,NA,22
2021,2021-06-16,"durham",24,4,26890,2,20,22
2021,2021-06-18,"durham",27,7,26890,5,20,22
2021,2021-06-19,"orange",6,5,26890,152,1,22
2021,2021-06-20,"chatham",49,9,26890,0,NA,22
2021,2021-06-20,"chatham",50,10,26890,1,40,22
2021,2021-06-27,"chatham",47,7,26890,0,NA,22
2021,2021-06-27,"orange",13,12,26890,0,NA,22
