"year","county","route","count"
2008,"orange","orng-10",4
2009,"orange","orng-10",1
2012,"orange","orng-10",3
2013,"orange","orng-10",4
2016,"orange","orng-10",0
2017,"orange","orng-10",0
2018,"orange","orng-10",1
2019,"orange","orng-10",1
2020,"orange","orng-10",2
2021,"orange","orng-10",0
2023,"orange","orng-10",4
2024,"orange","orng-10",1
1999,"orange","orng-11",6
2000,"orange","orng-11",1
2001,"orange","orng-11",1
2002,"orange","orng-11",2
2003,"orange","orng-11",0
2004,"orange","orng-11",3
2005,"orange","orng-11",2
2006,"orange","orng-11",5
2007,"orange","orng-11",2
2008,"orange","orng-11",4
2009,"orange","orng-11",4
2017,"orange","orng-11",1
2018,"orange","orng-11",1
2019,"orange","orng-11",0
2020,"orange","orng-11",0
2021,"orange","orng-11",2
2022,"orange","orng-11",2
2023,"orange","orng-11",2
2024,"orange","orng-11",1
1999,"orange","orng-12",1
2000,"orange","orng-12",1
2001,"orange","orng-12",2
2002,"orange","orng-12",1
2003,"orange","orng-12",0
2004,"orange","orng-12",0
2005,"orange","orng-12",0
2006,"orange","orng-12",1
2007,"orange","orng-12",0
2008,"orange","orng-12",2
2009,"orange","orng-12",0
2010,"orange","orng-12",3
2011,"orange","orng-12",2
2012,"orange","orng-12",0
2013,"orange","orng-12",0
2014,"orange","orng-12",0
2015,"orange","orng-12",0
2016,"orange","orng-12",0
2017,"orange","orng-12",0
2018,"orange","orng-12",0
2019,"orange","orng-12",0
2020,"orange","orng-12",2
2021,"orange","orng-12",0
2022,"orange","orng-12",1
2023,"orange","orng-12",2
2024,"orange","orng-12",1
2000,"chatham","cthm-01",0
2001,"chatham","cthm-01",2
2002,"chatham","cthm-01",0
2003,"chatham","cthm-01",0
2004,"chatham","cthm-01",0
2005,"chatham","cthm-01",0
2006,"chatham","cthm-01",0
2007,"chatham","cthm-01",1
2008,"chatham","cthm-01",0
2009,"chatham","cthm-01",0
2010,"chatham","cthm-01",0
2011,"chatham","cthm-01",0
2012,"chatham","cthm-01",0
2013,"chatham","cthm-01",0
2014,"chatham","cthm-01",0
2015,"chatham","cthm-01",0
2016,"chatham","cthm-01",0
2017,"chatham","cthm-01",0
2018,"chatham","cthm-01",0
2019,"chatham","cthm-01",0
2020,"chatham","cthm-01",0
2021,"chatham","cthm-01",0
2022,"chatham","cthm-01",0
2023,"chatham","cthm-01",0
2024,"chatham","cthm-01",0
2000,"chatham","cthm-02",0
2001,"chatham","cthm-02",2
2002,"chatham","cthm-02",0
2003,"chatham","cthm-02",0
2004,"chatham","cthm-02",0
2005,"chatham","cthm-02",0
2006,"chatham","cthm-02",0
2007,"chatham","cthm-02",0
2008,"chatham","cthm-02",0
2009,"chatham","cthm-02",0
2010,"chatham","cthm-02",0
2011,"chatham","cthm-02",0
2012,"chatham","cthm-02",0
2013,"chatham","cthm-02",0
2014,"chatham","cthm-02",0
2015,"chatham","cthm-02",0
2016,"chatham","cthm-02",0
2017,"chatham","cthm-02",0
2018,"chatham","cthm-02",0
2019,"chatham","cthm-02",0
2020,"chatham","cthm-02",0
2021,"chatham","cthm-02",0
2022,"chatham","cthm-02",0
2023,"chatham","cthm-02",0
2024,"chatham","cthm-02",0
2000,"chatham","cthm-03",4
2001,"chatham","cthm-03",1
2002,"chatham","cthm-03",4
2003,"chatham","cthm-03",2
2004,"chatham","cthm-03",2
2005,"chatham","cthm-03",2
2006,"chatham","cthm-03",0
2007,"chatham","cthm-03",1
2008,"chatham","cthm-03",0
2009,"chatham","cthm-03",0
2010,"chatham","cthm-03",2
2011,"chatham","cthm-03",1
2012,"chatham","cthm-03",2
2013,"chatham","cthm-03",1
2014,"chatham","cthm-03",2
2015,"chatham","cthm-03",2
2016,"chatham","cthm-03",0
2017,"chatham","cthm-03",6
2018,"chatham","cthm-03",2
2019,"chatham","cthm-03",1
2020,"chatham","cthm-03",1
2021,"chatham","cthm-03",3
2022,"chatham","cthm-03",0
2023,"chatham","cthm-03",3
2024,"chatham","cthm-03",1
2000,"chatham","cthm-04",4
2001,"chatham","cthm-04",0
2002,"chatham","cthm-04",3
2003,"chatham","cthm-04",3
2004,"chatham","cthm-04",1
2005,"chatham","cthm-04",3
2006,"chatham","cthm-04",1
2007,"chatham","cthm-04",1
2008,"chatham","cthm-04",2
2009,"chatham","cthm-04",2
2010,"chatham","cthm-04",1
2011,"chatham","cthm-04",0
2012,"chatham","cthm-04",1
2013,"chatham","cthm-04",3
2014,"chatham","cthm-04",1
2015,"chatham","cthm-04",0
2016,"chatham","cthm-04",1
2017,"chatham","cthm-04",4
2018,"chatham","cthm-04",1
2019,"chatham","cthm-04",3
2020,"chatham","cthm-04",1
2021,"chatham","cthm-04",0
2022,"chatham","cthm-04",0
2023,"chatham","cthm-04",1
2024,"chatham","cthm-04",2
2000,"chatham","cthm-05",6
2001,"chatham","cthm-05",11
2002,"chatham","cthm-05",13
2003,"chatham","cthm-05",12
2004,"chatham","cthm-05",10
2005,"chatham","cthm-05",7
2006,"chatham","cthm-05",20
2007,"chatham","cthm-05",14
2008,"chatham","cthm-05",21
2009,"chatham","cthm-05",14
2010,"chatham","cthm-05",33
2011,"chatham","cthm-05",20
2012,"chatham","cthm-05",11
2013,"chatham","cthm-05",17
2014,"chatham","cthm-05",17
2015,"chatham","cthm-05",13
2016,"chatham","cthm-05",9
2017,"chatham","cthm-05",11
2018,"chatham","cthm-05",10
2019,"chatham","cthm-05",6
2020,"chatham","cthm-05",5
2021,"chatham","cthm-05",12
2022,"chatham","cthm-05",4
2023,"chatham","cthm-05",8
2024,"chatham","cthm-05",9
2000,"chatham","cthm-06",6
2001,"chatham","cthm-06",21
2002,"chatham","cthm-06",8
2003,"chatham","cthm-06",7
2004,"chatham","cthm-06",7
2005,"chatham","cthm-06",24
2006,"chatham","cthm-06",18
2007,"chatham","cthm-06",11
2008,"chatham","cthm-06",18
2009,"chatham","cthm-06",11
2010,"chatham","cthm-06",19
2018,"chatham","cthm-06",2
2019,"chatham","cthm-06",3
2020,"chatham","cthm-06",2
2021,"chatham","cthm-06",5
2022,"chatham","cthm-06",3
2023,"chatham","cthm-06",6
2024,"chatham","cthm-06",3
2000,"chatham","cthm-07",4
2001,"chatham","cthm-07",2
2002,"chatham","cthm-07",2
2003,"chatham","cthm-07",2
2004,"chatham","cthm-07",2
2005,"chatham","cthm-07",5
2006,"chatham","cthm-07",4
2007,"chatham","cthm-07",9
2008,"chatham","cthm-07",5
2009,"chatham","cthm-07",4
2010,"chatham","cthm-07",9
2011,"chatham","cthm-07",5
2012,"chatham","cthm-07",8
2013,"chatham","cthm-07",9
2014,"chatham","cthm-07",5
2015,"chatham","cthm-07",1
2016,"chatham","cthm-07",3
2017,"chatham","cthm-07",3
2018,"chatham","cthm-07",5
2019,"chatham","cthm-07",5
2020,"chatham","cthm-07",5
2021,"chatham","cthm-07",2
2022,"chatham","cthm-07",0
2023,"chatham","cthm-07",2
2024,"chatham","cthm-07",4
2000,"chatham","cthm-08",9
2001,"chatham","cthm-08",10
2002,"chatham","cthm-08",2
2003,"chatham","cthm-08",17
2004,"chatham","cthm-08",4
2005,"chatham","cthm-08",1
2006,"chatham","cthm-08",6
2007,"chatham","cthm-08",2
2008,"chatham","cthm-08",7
2009,"chatham","cthm-08",4
2010,"chatham","cthm-08",7
2011,"chatham","cthm-08",3
2012,"chatham","cthm-08",4
2013,"chatham","cthm-08",3
2014,"chatham","cthm-08",10
2015,"chatham","cthm-08",5
2016,"chatham","cthm-08",5
2017,"chatham","cthm-08",2
2019,"chatham","cthm-08",2
2020,"chatham","cthm-08",3
2021,"chatham","cthm-08",3
2022,"chatham","cthm-08",5
2023,"chatham","cthm-08",4
2024,"chatham","cthm-08",5
2000,"chatham","cthm-09",0
2001,"chatham","cthm-09",0
2002,"chatham","cthm-09",0
2003,"chatham","cthm-09",0
2005,"chatham","cthm-09",0
2006,"chatham","cthm-09",1
2007,"chatham","cthm-09",0
2008,"chatham","cthm-09",0
2009,"chatham","cthm-09",0
2010,"chatham","cthm-09",0
2011,"chatham","cthm-09",0
2012,"chatham","cthm-09",0
2013,"chatham","cthm-09",0
2014,"chatham","cthm-09",0
2015,"chatham","cthm-09",0
2016,"chatham","cthm-09",0
2017,"chatham","cthm-09",0
2018,"chatham","cthm-09",0
2019,"chatham","cthm-09",0
2020,"chatham","cthm-09",0
2021,"chatham","cthm-09",0
2022,"chatham","cthm-09",0
2023,"chatham","cthm-09",0
2024,"chatham","cthm-09",0
2000,"chatham","cthm-10",0
2001,"chatham","cthm-10",1
2002,"chatham","cthm-10",1
2003,"chatham","cthm-10",1
2004,"chatham","cthm-10",1
2005,"chatham","cthm-10",2
2006,"chatham","cthm-10",0
2007,"chatham","cthm-10",0
2008,"chatham","cthm-10",0
2009,"chatham","cthm-10",1
2010,"chatham","cthm-10",1
2011,"chatham","cthm-10",1
2012,"chatham","cthm-10",0
2013,"chatham","cthm-10",0
2015,"chatham","cthm-10",0
2016,"chatham","cthm-10",0
2017,"chatham","cthm-10",0
2018,"chatham","cthm-10",0
2019,"chatham","cthm-10",0
2020,"chatham","cthm-10",0
2021,"chatham","cthm-10",0
2022,"chatham","cthm-10",0
2023,"chatham","cthm-10",0
2024,"chatham","cthm-10",0
2000,"chatham","cthm-11",0
2001,"chatham","cthm-11",1
2002,"chatham","cthm-11",0
2003,"chatham","cthm-11",0
2005,"chatham","cthm-11",2
2006,"chatham","cthm-11",0
2007,"chatham","cthm-11",3
2008,"chatham","cthm-11",4
2009,"chatham","cthm-11",0
2010,"chatham","cthm-11",0
2011,"chatham","cthm-11",0
2012,"chatham","cthm-11",2
2013,"chatham","cthm-11",3
2016,"chatham","cthm-11",0
2020,"chatham","cthm-11",0
2022,"chatham","cthm-11",1
2023,"chatham","cthm-11",0
2024,"chatham","cthm-11",1
2000,"chatham","cthm-12",6
2001,"chatham","cthm-12",13
2002,"chatham","cthm-12",10
2003,"chatham","cthm-12",8
2004,"chatham","cthm-12",7
2005,"chatham","cthm-12",7
2006,"chatham","cthm-12",5
2007,"chatham","cthm-12",2
2008,"chatham","cthm-12",6
2009,"chatham","cthm-12",5
2017,"chatham","cthm-12",7
2019,"chatham","cthm-12",11
2020,"chatham","cthm-12",10
2021,"chatham","cthm-12",7
2022,"chatham","cthm-12",3
2023,"chatham","cthm-12",3
2024,"chatham","cthm-12",5
2000,"chatham","cthm-13",5
2001,"chatham","cthm-13",7
2002,"chatham","cthm-13",6
2003,"chatham","cthm-13",7
2004,"chatham","cthm-13",6
2005,"chatham","cthm-13",0
2006,"chatham","cthm-13",0
2007,"chatham","cthm-13",3
2008,"chatham","cthm-13",1
2009,"chatham","cthm-13",3
2010,"chatham","cthm-13",8
2011,"chatham","cthm-13",3
2012,"chatham","cthm-13",5
2013,"chatham","cthm-13",9
2014,"chatham","cthm-13",7
2015,"chatham","cthm-13",8
2016,"chatham","cthm-13",7
2017,"chatham","cthm-13",7
2018,"chatham","cthm-13",10
2019,"chatham","cthm-13",6
2020,"chatham","cthm-13",0
2021,"chatham","cthm-13",6
2022,"chatham","cthm-13",5
2023,"chatham","cthm-13",1
2024,"chatham","cthm-13",3
2000,"chatham","cthm-14",0
2001,"chatham","cthm-14",0
2002,"chatham","cthm-14",1
2003,"chatham","cthm-14",0
2004,"chatham","cthm-14",1
2005,"chatham","cthm-14",0
2006,"chatham","cthm-14",0
2007,"chatham","cthm-14",0
2008,"chatham","cthm-14",0
2009,"chatham","cthm-14",0
2014,"chatham","cthm-14",0
2015,"chatham","cthm-14",0
2019,"chatham","cthm-14",0
2020,"chatham","cthm-14",0
2021,"chatham","cthm-14",0
2022,"chatham","cthm-14",0
2023,"chatham","cthm-14",0
2024,"chatham","cthm-14",0
2002,"durham","drhm-01",3
2003,"durham","drhm-01",7
2004,"durham","drhm-01",5
2005,"durham","drhm-01",4
2006,"durham","drhm-01",7
2007,"durham","drhm-01",5
2008,"durham","drhm-01",8
2009,"durham","drhm-01",3
2010,"durham","drhm-01",3
2011,"durham","drhm-01",6
2012,"durham","drhm-01",2
2013,"durham","drhm-01",1
2014,"durham","drhm-01",8
2015,"durham","drhm-01",2
2016,"durham","drhm-01",0
2017,"durham","drhm-01",2
2018,"durham","drhm-01",2
2019,"durham","drhm-01",5
2020,"durham","drhm-01",1
2021,"durham","drhm-01",3
2022,"durham","drhm-01",4
2023,"durham","drhm-01",5
2024,"durham","drhm-01",6
2002,"durham","drhm-02",0
2003,"durham","drhm-02",0
2004,"durham","drhm-02",2
2005,"durham","drhm-02",4
2006,"durham","drhm-02",0
2007,"durham","drhm-02",2
2008,"durham","drhm-02",0
2009,"durham","drhm-02",1
2010,"durham","drhm-02",0
2011,"durham","drhm-02",0
2012,"durham","drhm-02",1
2013,"durham","drhm-02",1
2014,"durham","drhm-02",0
2015,"durham","drhm-02",0
2017,"durham","drhm-02",0
2018,"durham","drhm-02",0
2019,"durham","drhm-02",1
2020,"durham","drhm-02",1
2022,"durham","drhm-02",3
2023,"durham","drhm-02",3
2024,"durham","drhm-02",1
2002,"durham","drhm-03",0
2003,"durham","drhm-03",0
2004,"durham","drhm-03",0
2005,"durham","drhm-03",0
2006,"durham","drhm-03",0
2007,"durham","drhm-03",0
2008,"durham","drhm-03",0
2009,"durham","drhm-03",0
2010,"durham","drhm-03",0
2011,"durham","drhm-03",0
2012,"durham","drhm-03",0
2013,"durham","drhm-03",0
2014,"durham","drhm-03",0
2015,"durham","drhm-03",0
2016,"durham","drhm-03",0
2017,"durham","drhm-03",0
2018,"durham","drhm-03",0
2019,"durham","drhm-03",0
2020,"durham","drhm-03",0
2021,"durham","drhm-03",0
2022,"durham","drhm-03",0
2023,"durham","drhm-03",0
2024,"durham","drhm-03",0
2002,"durham","drhm-04",0
2003,"durham","drhm-04",0
2004,"durham","drhm-04",1
2005,"durham","drhm-04",2
2006,"durham","drhm-04",1
2007,"durham","drhm-04",0
2008,"durham","drhm-04",3
2009,"durham","drhm-04",1
2010,"durham","drhm-04",1
2011,"durham","drhm-04",2
2012,"durham","drhm-04",1
2013,"durham","drhm-04",4
2014,"durham","drhm-04",1
2018,"durham","drhm-04",0
2019,"durham","drhm-04",0
2020,"durham","drhm-04",1
2021,"durham","drhm-04",0
2022,"durham","drhm-04",2
2023,"durham","drhm-04",1
2024,"durham","drhm-04",0
2002,"durham","drhm-05",0
2003,"durham","drhm-05",0
2004,"durham","drhm-05",0
2005,"durham","drhm-05",0
2006,"durham","drhm-05",0
2007,"durham","drhm-05",0
2008,"durham","drhm-05",0
2009,"durham","drhm-05",0
2010,"durham","drhm-05",0
2011,"durham","drhm-05",0
2012,"durham","drhm-05",0
2013,"durham","drhm-05",0
2014,"durham","drhm-05",0
2015,"durham","drhm-05",0
2016,"durham","drhm-05",0
2017,"durham","drhm-05",0
2018,"durham","drhm-05",0
2019,"durham","drhm-05",0
2020,"durham","drhm-05",0
2021,"durham","drhm-05",0
2022,"durham","drhm-05",0
2023,"durham","drhm-05",0
2024,"durham","drhm-05",0
2002,"durham","drhm-06",0
2003,"durham","drhm-06",0
2004,"durham","drhm-06",0
2005,"durham","drhm-06",0
2006,"durham","drhm-06",0
2007,"durham","drhm-06",0
2008,"durham","drhm-06",0
2009,"durham","drhm-06",0
2010,"durham","drhm-06",0
2011,"durham","drhm-06",0
2012,"durham","drhm-06",0
2013,"durham","drhm-06",0
2014,"durham","drhm-06",0
2015,"durham","drhm-06",0
2016,"durham","drhm-06",0
2017,"durham","drhm-06",0
2018,"durham","drhm-06",0
2019,"durham","drhm-06",0
2020,"durham","drhm-06",0
2021,"durham","drhm-06",0
2022,"durham","drhm-06",0
2023,"durham","drhm-06",0
2024,"durham","drhm-06",0
2002,"durham","drhm-07",0
2003,"durham","drhm-07",0
2004,"durham","drhm-07",0
2005,"durham","drhm-07",0
2006,"durham","drhm-07",0
2007,"durham","drhm-07",0
2008,"durham","drhm-07",0
2009,"durham","drhm-07",0
2010,"durham","drhm-07",0
2011,"durham","drhm-07",1
2012,"durham","drhm-07",2
2013,"durham","drhm-07",0
2015,"durham","drhm-07",0
2016,"durham","drhm-07",0
2017,"durham","drhm-07",0
2018,"durham","drhm-07",0
2019,"durham","drhm-07",0
2020,"durham","drhm-07",0
2021,"durham","drhm-07",0
2022,"durham","drhm-07",0
2023,"durham","drhm-07",0
2024,"durham","drhm-07",0
2002,"durham","drhm-08",0
2003,"durham","drhm-08",0
2004,"durham","drhm-08",0
2005,"durham","drhm-08",0
2006,"durham","drhm-08",0
2007,"durham","drhm-08",0
2008,"durham","drhm-08",0
2011,"durham","drhm-08",0
2012,"durham","drhm-08",0
2013,"durham","drhm-08",0
2014,"durham","drhm-08",0
2015,"durham","drhm-08",0
2016,"durham","drhm-08",0
2017,"durham","drhm-08",0
2018,"durham","drhm-08",0
2019,"durham","drhm-08",0
2020,"durham","drhm-08",0
2021,"durham","drhm-08",0
2022,"durham","drhm-08",0
2023,"durham","drhm-08",0
2024,"durham","drhm-08",0
